filename_adv,type_adv,RA_center_adv,DEC_center_adv,sig_adv,Nr_adv,RA_adv,DEC_adv,Roll_adv,base_name,attack,level,filename_gen,type_gen,RA_center_gen,DEC_center_gen,sig_gen,Nr_gen,RA_gen,DEC_gen,Roll_gen,RA_error,DEC_error,Roll_error
20090111_100901_s4h1A__star_spoofing__very_subtle.fts,adversarial,350.0,-5.0,0.00026625,22.0,348.8415,-4.5458,-155.8896,20090111_100901_s4h1A.fts,star_spoofing,very_subtle,20090111_100901_s4h1A.fts,genuine,350.0,-5.0,0.00035166,23.0,348.842,-4.546,-155.8842,-0.0004999999999881766,0.00020000000000042206,-0.005400000000008731
20090111_104901_s4h1A__star_spoofing__very_subtle.fts,adversarial,350.0,-5.0,0.00032448,21.0,348.8681,-4.5347,-155.8924,20090111_104901_s4h1A.fts,star_spoofing,very_subtle,20090111_104901_s4h1A.fts,genuine,350.0,-5.0,0.00033264,22.0,348.8687,-4.5345,-155.889,-0.0005999999999630745,-0.00019999999999953388,-0.0033999999999991815
20090111_112901_s4h1A__star_spoofing__very_subtle.fts,adversarial,350.0,-5.0,0.00027573,22.0,348.8955,-4.5229,-155.8753,20090111_112901_s4h1A.fts,star_spoofing,very_subtle,20090111_112901_s4h1A.fts,genuine,350.0,-5.0,0.00031207,23.0,348.8948,-4.5234,-155.8796,0.0007000000000516593,0.0004999999999997229,0.004300000000000637
20090111_120901_s4h1A__star_spoofing__very_subtle.fts,adversarial,350.0,-5.0,0.00030315,22.0,348.9219,-4.5123,-155.8943,20090111_120901_s4h1A.fts,star_spoofing,very_subtle,20090111_120901_s4h1A.fts,genuine,350.0,-5.0,0.00031119,23.0,348.9213,-4.5122,-155.8848,0.0006000000000199179,-9.999999999976694e-05,-0.009499999999974307
20090111_124901_s4h1A__star_spoofing__very_subtle.fts,adversarial,350.0,-5.0,0.00034766,21.0,348.9484,-4.5014,-155.883,20090111_124901_s4h1A.fts,star_spoofing,very_subtle,20090111_124901_s4h1A.fts,genuine,350.0,-5.0,0.0003198,22.0,348.9484,-4.5015,-155.8776,0.0,9.999999999976694e-05,-0.005400000000008731
20090111_132901_s4h1A__star_spoofing__very_subtle.fts,adversarial,350.0,-5.0,0.00029614,22.0,348.9752,-4.4894,-155.8763,20090111_132901_s4h1A.fts,star_spoofing,very_subtle,20090111_132901_s4h1A.fts,genuine,350.0,-5.0,0.00029273,23.0,348.9745,-4.49,-155.8815,0.0006999999999948159,0.000600000000000378,0.005200000000002092
20090111_140901_s4h1A__star_spoofing__very_subtle.fts,adversarial,350.0,-5.0,0.00032658,22.0,349.0018,-4.4795,-155.8822,20090111_140901_s4h1A.fts,star_spoofing,very_subtle,20090111_140901_s4h1A.fts,genuine,350.0,-5.0,0.00029637,23.0,349.0018,-4.4799,-155.8792,0.0,0.00039999999999995595,-0.0030000000000143245
20090111_144901_s4h1A__star_spoofing__very_subtle.fts,adversarial,350.0,-5.0,0.00029469,21.0,349.0281,-4.4679,-155.8791,20090111_144901_s4h1A.fts,star_spoofing,very_subtle,20090111_144901_s4h1A.fts,genuine,350.0,-5.0,0.00028003,23.0,349.0282,-4.4687,-155.8726,-0.00010000000003174137,0.0007999999999999119,-0.006499999999988404
20090111_152901_s4h1A__star_spoofing__very_subtle.fts,adversarial,350.0,-5.0,0.00031553,21.0,349.0545,-4.4561,-155.8701,20090111_152901_s4h1A.fts,star_spoofing,very_subtle,20090111_152901_s4h1A.fts,genuine,350.0,-5.0,0.00028513,23.0,349.055,-4.4566,-155.8725,-0.0004999999999881766,0.0004999999999997229,0.0023999999999944066
20090111_160901_s4h1A__star_spoofing__very_subtle.fts,adversarial,350.0,-5.0,0.000273,21.0,349.0823,-4.4442,-155.8925,20090111_160901_s4h1A.fts,star_spoofing,very_subtle,20090111_160901_s4h1A.fts,genuine,350.0,-5.0,0.00030449,25.0,349.0813,-4.4461,-155.8797,0.0009999999999763531,0.0019000000000000128,-0.01279999999999859
20090111_164901_s4h1A__star_spoofing__very_subtle.fts,adversarial,350.0,-5.0,0.00029027,22.0,349.1068,-4.4341,-155.8647,20090111_164901_s4h1A.fts,star_spoofing,very_subtle,20090111_164901_s4h1A.fts,genuine,350.0,-5.0,0.00024797,24.0,349.1074,-4.4346,-155.8638,-0.0005999999999630745,0.0004999999999997229,-0.0009000000000014552
20090111_172901_s4h1A__star_spoofing__very_subtle.fts,adversarial,350.0,-5.0,0.00027237,22.0,349.1338,-4.4231,-155.8667,20090111_172901_s4h1A.fts,star_spoofing,very_subtle,20090111_172901_s4h1A.fts,genuine,350.0,-5.0,0.0002391,25.0,349.134,-4.4233,-155.8637,-0.0002000000000066393,0.00020000000000042206,-0.0030000000000143245
20090111_180901_s4h1A__star_spoofing__very_subtle.fts,adversarial,,,,,,,,20090111_180901_s4h1A.fts,star_spoofing,very_subtle,20090111_180901_s4h1A.fts,genuine,350.0,-5.0,0.00020953,24.0,349.1607,-4.4123,-155.8631,,,
